,id1,id2,if_plddt_av,if_plddt_std,ch1_plddt_av,ch1_plddt_std,ch2_plddt_av,ch2_plddt_std,plddt_av,plddt_std,num_atoms_in_interface,num_res_in_interface,metric_name,model_name
0,4G4S_P,4G4S_O,88.74291013064764,12.797608452776805,89.13877551939375,11.69709541693885,87.30451873977952,12.736701480061322,88.19813101702748,12.275546216964225,184,69,result_model_1,unrelaxed_model_1
1,5XJL_A,5XJL_2,82.90243066495509,1.6426473822227834,91.23498570644757,6.896721354567376,80.77848875506214,10.448044642758823,83.75033525703485,10.672318860937665,2,2,result_model_1,unrelaxed_model_1
2,5XJL_2,5XJL_M,84.75682179272263,4.944516837977895,79.7798473420798,10.799043297595501,82.89786381486485,6.683148539396424,80.01969476306327,10.572353957500237,76,29,result_model_1,unrelaxed_model_1
3,4IFD_C,4IFD_J,85.29570901263321,8.96608743144494,78.34476585105952,16.1791830997846,86.02519744235347,12.066698943351838,84.00654590436174,13.695436040018746,20,11,result_model_1,unrelaxed_model_1
4,4IFD_A,4IFD_G,86.00438704026115,8.990161584358244,87.7106610010112,10.74668748438304,85.00383260952162,7.68166703835163,86.51884850028073,9.613917067838724,94,38,result_model_1,unrelaxed_model_1
5,4IFD_C,4IFD_I,68.88503986893575,16.936385050007864,81.69704330632372,14.118627314566499,79.12623080337619,15.224915195056424,80.65604528576398,14.631239155231578,70,34,result_model_1,unrelaxed_model_1
6,4IFD_K,4IFD_I,0.0,0.0,43.96956231817177,10.267455660857145,83.48770316488681,14.266801073428246,73.19519702796103,21.881293741757215,0,0,result_model_1,unrelaxed_model_1
7,4IFD_I,4IFD_G,85.53581128251581,4.362936778561305,82.371689251829,14.796244497712978,88.97393177905948,5.813772177338301,85.71531422270108,11.664826493973152,36,18,result_model_1,unrelaxed_model_1
8,5JEA_K,5JEA_I,74.87996474321695,18.91615851031285,64.02140608654476,17.69204559815431,73.50556865320603,19.215247612419848,69.32802085598618,19.147637233972766,100,37,result_model_1,unrelaxed_model_1
9,5JEA_K,5JEA_C,68.47073162939635,19.859162834675168,69.46800453517544,18.376167040702526,85.47422359634838,9.686505730522258,79.54005420493156,15.620654647820325,66,32,result_model_1,unrelaxed_model_1
10,4UB8_A,4UB8_I,91.40540122887322,9.08669995606518,88.15370337254082,12.378526761946768,79.06036072780458,18.502413683449376,87.24682014382049,13.398218271665117,42,22,result_model_1,unrelaxed_model_1
11,4UB8_B,4UB8_O,69.7960856188566,12.629680978183691,87.02291914709092,13.303004195995921,86.69454459169263,10.07357879868543,86.91609850858787,12.34648313556223,54,28,result_model_1,unrelaxed_model_1
12,4UB8_K,4UB8_Y,0.0,0.0,91.4504271283316,7.977746891242635,90.60583049444827,7.215624001323506,91.07931648617074,7.6637017123245155,0,0,result_model_1,unrelaxed_model_1
13,4UB8_B,4UB8_U,73.12182871432353,6.935911228358485,85.44609744968992,14.834726353317802,89.09933714420897,10.087792129667298,86.03572182634275,14.24012805807518,2,2,result_model_1,unrelaxed_model_1
14,4UB8_B,4UB8_L,68.10748857306493,15.672860994991055,88.14787753628009,13.538081165366004,57.986835029267084,12.027816565823107,86.08510753117939,15.446657194762107,10,7,result_model_1,unrelaxed_model_1
15,4UB8_l,4UB8_m,89.20923257210059,5.469567517511933,87.86871350161967,6.195839616667096,89.68838132238409,6.768775439002866,88.72655690283717,6.535690015919343,80,32,result_model_1,unrelaxed_model_1
16,4UB8_o,4UB8_u,82.38593272993798,6.260412141410022,88.5711135116465,9.889271871510136,91.21785193270185,6.772108858931837,89.32621241412406,9.187435408165644,76,29,result_model_1,unrelaxed_model_1
17,4UB8_U,4UB8_V,92.54523573436416,7.768112899313392,94.20458806066848,5.785297866200167,90.17067236945923,10.81083428804721,91.84285109615706,9.28707369957794,56,26,result_model_1,unrelaxed_model_1
18,4UB8_E,4UB8_R,88.75423005153631,2.9017704311681407,84.61660378260503,11.007987584191918,92.73903348405692,3.497445145060477,87.01801778129517,10.134341889732083,22,10,result_model_1,unrelaxed_model_1
19,4UB8_A,4UB8_T,0.0,0.0,84.89655917182047,14.384253099539588,71.46303637064268,12.790782320105178,83.82335762572085,14.721155347398936,0,0,result_model_1,unrelaxed_model_1
20,4UB8_e,4UB8_j,80.93997713971596,8.53609535541734,81.25228324889738,12.353662695413794,79.64664107340221,14.399882551936381,80.73955717605017,13.063479991750908,30,15,result_model_1,unrelaxed_model_1
21,4UB8_Z,4UB8_Y,85.20129774297628,11.372451261112822,92.97564487583627,4.575490652045031,83.71510080734389,11.326599783251483,90.02448248038264,8.588813343110983,46,21,result_model_1,unrelaxed_model_1
22,4UB8_A,4UB8_V,59.23965207228587,27.197029352700092,80.73574972253985,17.39034959115706,89.5379501199618,8.559666237804638,83.29605005045238,15.866649666479919,2,2,result_model_1,unrelaxed_model_1
