,id1,id2,if_plddt_av,if_plddt_std,ch1_plddt_av,ch1_plddt_std,ch2_plddt_av,ch2_plddt_std,plddt_av,plddt_std,num_atoms_in_interface,num_res_in_interface,metric_name,model_name
0,1ay7_A,1ay7_B,95.84323302840346,2.217548484142834,95.70127006826907,3.7579913589157843,97.13497111700335,1.5646240193084016,96.39099651874122,3.0032117197196677,62,24,result_model_1,unrelaxed_model_1
1,1b27_A,1b27_B,95.73908937431085,2.4092022830800945,96.93593085282765,1.6801399851777283,96.76320029655798,1.9459077514245184,96.85789522080734,1.8071057121512248,64,30,result_model_1,unrelaxed_model_1
2,1bdj_A,1bdj_B,86.4897672305459,3.4177303087671147,92.62616209918387,5.387048207320274,92.97472228867984,5.005729413276973,92.79261737335135,5.211341903705949,34,16,result_model_1,unrelaxed_model_1
3,1buh_A,1buh_B,84.76267247079089,11.066597148680822,87.45679985829129,13.341026466018498,87.35207953632062,5.620680407797265,87.43614668368042,12.211190651750494,74,33,result_model_1,unrelaxed_model_1
4,1bvn_A,1bvn_B,92.35637184290486,3.397265615356768,96.97135476718093,2.5879111077593375,90.96827595607212,10.311626920139886,96.19063801494535,4.871542879912951,4,4,result_model_1,unrelaxed_model_1
5,1cc0_A,1cc0_B,78.41372188313929,6.847305270210802,94.11510887324316,6.348174685498939,89.23205659823086,12.227768839558031,91.89144199108371,9.795384905593952,20,11,result_model_1,unrelaxed_model_1
6,1clv_A,1clv_B,66.95691047446589,26.90917108864019,97.36464632386144,1.8871576611458585,36.52005268231278,3.8570731335058466,93.48610649013719,15.007591051873042,8,6,result_model_1,unrelaxed_model_1
7,1dfj_A,1dfj_B,84.90223722850918,11.653818497737682,95.45332414198926,3.443412213120598,90.8421973836943,8.630161784508541,94.46749704194,5.368359836621333,44,26,result_model_1,unrelaxed_model_1
8,1eay_A,1eay_B,92.70972648175803,2.8587171468663555,94.14737196885311,4.30410797352983,93.8397791117209,3.9420370035998036,94.03853141940631,4.182164862567602,50,20,result_model_1,unrelaxed_model_1
9,1eer_A,1eer_B,92.24491770345679,4.66220582560593,90.60606998714202,8.364721286848129,84.75306107601772,13.616874155011821,87.99424343002741,11.399661892851892,90,36,result_model_1,unrelaxed_model_1
10,1ewy_A,1ewy_B,89.27717057390433,3.6498762775679725,94.26423006450634,9.12041271286293,93.82360962904417,3.866276068010088,94.15654726481732,8.157338937728332,46,24,result_model_1,unrelaxed_model_1
11,1fle_A,1fle_B,83.31162569076247,9.911972461392002,95.57616738843284,3.9356847807941002,79.47408739094446,17.593763728721576,92.36701158473761,10.745676743757958,108,39,result_model_1,unrelaxed_model_1
12,1fq1_A,1fq1_B,69.98413957975217,13.188463117926421,85.55414749077856,16.263780040672323,91.05217526910975,8.421374436766289,87.61013266838981,14.113612542000999,8,5,result_model_1,unrelaxed_model_1
13,1g6v_A,1g6v_B,87.42662764302474,9.206920174793002,96.59638995697937,2.5865275612324745,92.10080294511599,5.695045153687774,95.117423994852,4.4295279133388945,8,7,result_model_1,unrelaxed_model_1
14,1g73_A,1g73_B,0.0,0.0,93.13255458306953,8.666793968917109,90.91645606404647,13.308733226584161,92.3079597852935,10.687263674859599,0,0,result_model_1,unrelaxed_model_1
15,1gcq_A,1gcq_B,91.21297791828478,2.949206366714419,93.18695848449359,4.172489723142353,93.80004028928155,2.3625020970595956,93.46467930204712,3.484925982208728,18,11,result_model_1,unrelaxed_model_1
16,1gpw_A,1gpw_B,91.6465144355577,7.444642161512504,91.75879932289533,10.286228498203853,93.58175779722859,7.016857346200174,92.57391071119854,9.01850293405517,152,62,result_model_1,unrelaxed_model_1
17,1he1_A,1he1_B,77.33817259599233,10.388941474328535,92.29001977356704,8.50712560235786,83.90830864202378,11.592161058124898,88.797640135424,10.7369848076162,30,21,result_model_1,unrelaxed_model_1
18,1i2m_A,1i2m_B,84.60782113887473,11.98482564736804,92.59505435994475,8.681802770039702,86.28721688355475,11.06596745247886,90.51705438862564,9.983665235987985,50,26,result_model_1,unrelaxed_model_1
19,1i4e_A,1i4e_B,0.0,0.0,81.02991433281618,12.169097802257529,80.44568445635308,18.122423665421127,80.76782990225327,15.135040413507891,0,0,result_model_1,unrelaxed_model_1
20,1i8l_A,1i8l_B,93.19919902157201,4.7480236814213885,94.06887291612423,5.035157438219361,88.14410326182903,11.22275331018382,91.75676768517977,8.541849064712027,72,31,result_model_1,unrelaxed_model_1
21,1ib1_A,1ib1_B,76.78507167470688,14.928371551898735,93.39065028040707,5.092957153400823,90.21903672769483,10.148418673890172,92.06712706757041,7.780636039164515,30,21,result_model_1,unrelaxed_model_1
22,1jiw_A,1jiw_B,90.12892178499298,5.911895733205672,96.03998906540282,4.030407396835719,90.77605249060795,6.993741654875018,95.07127851518015,5.139735196919731,112,46,result_model_1,unrelaxed_model_1
23,1jk9_A,1jk9_B,93.1375616055612,5.463314713365209,83.86853101961833,13.171193963096218,95.50282981813234,4.333347612626775,88.67947079305792,11.930447038962852,80,33,result_model_1,unrelaxed_model_1
24,1jtd_A,1jtd_B,0.0,0.0,96.17708896809124,3.40202476921859,96.46128960068775,2.6550052718509667,96.31758664924328,3.0589406710744185,0,0,result_model_1,unrelaxed_model_1
25,1k5g_A,1k5g_B,79.02228823434616,15.267873488786984,95.13058324091908,6.246622767498529,83.77254855083014,14.7876812426239,90.88942274644141,11.674265443627712,10,9,result_model_1,unrelaxed_model_1
26,1kgy_A,1kgy_B,85.14456162420979,9.790725946379936,89.20256912646771,11.80607753114873,91.64328717883278,8.731246972305613,90.25178024044172,10.662887568913911,132,52,result_model_1,unrelaxed_model_1
27,1lb2_A,1lb2_B,90.38216564413578,2.2403342136806006,92.51175181270204,9.650291035707951,87.22120504809506,10.031762091010997,91.03404737155319,10.04288158284173,34,16,result_model_1,unrelaxed_model_1
28,1lfd_A,1lfd_B,90.35573220094679,5.21449447966611,94.13113499679223,6.331310109510807,92.26622783408266,4.428337298648889,93.48984281040593,5.816292919306111,50,23,result_model_1,unrelaxed_model_1
29,1mq8_A,1mq8_B,85.67505782129771,4.246708905431573,92.28421174372694,4.674553034130958,92.7931496731939,6.032368703675461,92.53161212610672,5.38360906668276,42,20,result_model_1,unrelaxed_model_1
30,1nbf_A,1nbf_B,81.14655863858324,13.637121319437378,91.94484477886124,9.014474841262743,85.60079051090894,15.206517769785837,90.77058473407197,10.728079239997927,108,54,result_model_1,unrelaxed_model_1
31,1nql_A,1nql_B,87.8873238033539,6.624089300053678,92.0144213084057,5.651910950015833,82.24610945826798,13.08229797801904,91.2358941985451,7.0736989594237,162,66,result_model_1,unrelaxed_model_1
32,1nw9_A,1nw9_B,77.07271440284751,4.925347702036527,93.09359226353592,6.920480582563568,90.06233732645472,12.93424042812723,92.14815262078069,9.333062399245149,4,3,result_model_1,unrelaxed_model_1
33,1oc0_A,1oc0_B,84.97275182378115,6.8991905718456215,92.03458457189339,7.589753888892254,86.60486132275105,4.823191482086775,91.48750918155159,7.5376038138911685,30,17,result_model_1,unrelaxed_model_1
34,1pvh_A,1pvh_B,0.0,0.0,94.22844154296361,6.515947930030578,92.10518537349866,6.046679137965079,93.30351625270352,6.402958430668861,0,0,result_model_1,unrelaxed_model_1
35,1qav_A,1qav_B,94.7972379723913,4.839599591686066,96.07242000867866,5.12806661146412,94.0741071219592,6.4568602544756,95.20446592656818,5.827901820070012,84,35,result_model_1,unrelaxed_model_1
