,id1,id2,if_plddt_av,if_plddt_std,ch1_plddt_av,ch1_plddt_std,ch2_plddt_av,ch2_plddt_std,plddt_av,plddt_std,num_atoms_in_interface,num_res_in_interface,metric_name,model_name
0,4G4S_P,4G4S_O,89.42864525634116,12.530213966763071,89.40954533960448,11.353302889781375,88.89266988917403,11.131153000683902,89.1444810060504,11.24289711479083,184,70,result_model_1,unrelaxed_model_1
1,5XJL_A,5XJL_2,0.0,0.0,91.27580578450454,6.929066914656621,81.64522386509348,10.4650487396349,84.38233662113664,10.531144306700373,0,0,result_model_1,unrelaxed_model_1
2,5XJL_2,5XJL_M,81.95301759079506,5.508794436303896,77.64023893730726,10.746601941584794,80.25573574632803,7.275051519205468,77.84143099953963,10.543369846856406,76,29,result_model_1,unrelaxed_model_1
3,4IFD_C,4IFD_J,59.73039243267139,19.17716970508367,78.18180713433983,16.19471339735029,86.00364152727369,12.089479520357305,83.94782502275453,13.730531134391168,10,9,result_model_1,unrelaxed_model_1
4,4IFD_A,4IFD_G,85.91919681446002,9.503345301087654,87.82062950705647,10.702426693592498,84.58026439164419,7.589151899634353,86.39390158310628,9.594579317780092,88,37,result_model_1,unrelaxed_model_1
5,4IFD_C,4IFD_I,67.21948133269034,16.452099793178636,81.81914428096535,13.77134856051891,78.52237955174583,15.761520567452465,80.48418673216169,14.699282451106555,68,31,result_model_1,unrelaxed_model_1
6,4IFD_K,4IFD_I,0.0,0.0,44.61830947537996,10.414048495933265,83.96226550983711,14.038386659298112,73.7151258352679,21.72908957828797,0,0,result_model_1,unrelaxed_model_1
7,4IFD_I,4IFD_G,84.08405570448244,5.397453795916183,82.26565317736097,14.449669739049634,88.28320530888567,6.016335994341227,85.31316884912027,11.42080218564744,34,17,result_model_1,unrelaxed_model_1
8,5JEA_K,5JEA_I,79.6985170867706,14.248081310128848,67.91957578065208,17.833718775738905,72.61975733551621,19.494577383980225,70.5494392696832,18.92551159670782,94,38,result_model_1,unrelaxed_model_1
9,5JEA_K,5JEA_C,67.03699002589283,20.035858353277547,67.84239598034218,18.77067952229772,84.50536250951924,10.067838465099344,78.32770958788045,16.099180072188076,70,35,result_model_1,unrelaxed_model_1
10,4UB8_A,4UB8_I,80.8637755186127,13.355759247123466,87.39525769857671,11.907773672625117,64.51871166383467,11.870575468504258,85.11376928001754,13.736602436328655,34,20,result_model_1,unrelaxed_model_1
