,id1,id2,if_plddt_av_2,if_plddt_std_2,ch1_plddt_av_2,ch1_plddt_std_2,ch2_plddt_av_2,ch2_plddt_std_2,plddt_av_2,plddt_std_2,num_atoms_in_interface_2,num_res_in_interface_2,if_plddt_av_1,if_plddt_std_1,ch1_plddt_av_1,ch1_plddt_std_1,ch2_plddt_av_1,ch2_plddt_std_1,plddt_av_1,plddt_std_1,num_atoms_in_interface_1,num_res_in_interface_1,if_plddt_av_4,if_plddt_std_4,ch1_plddt_av_4,ch1_plddt_std_4,ch2_plddt_av_4,ch2_plddt_std_4,plddt_av_4,plddt_std_4,num_atoms_in_interface_4,num_res_in_interface_4,if_plddt_av_3,if_plddt_std_3,ch1_plddt_av_3,ch1_plddt_std_3,ch2_plddt_av_3,ch2_plddt_std_3,plddt_av_3,plddt_std_3,num_atoms_in_interface_3,num_res_in_interface_3,if_plddt_av_5,if_plddt_std_5,ch1_plddt_av_5,ch1_plddt_std_5,ch2_plddt_av_5,ch2_plddt_std_5,plddt_av_5,plddt_std_5,num_atoms_in_interface_5,num_res_in_interface_5
0,1ay7_A,1ay7_B,94.5916715301845,2.809616998396089,95.26752282206742,3.493945895741758,96.78246636858955,1.8887068043024164,95.99633350120511,2.9366384789325326,56,23,94.50549352971224,2.863867872782365,95.18299899770642,3.6623805543154058,96.74807108603235,1.903425443278702,95.93592556992807,3.0520046006131696,56,23,95.84323302840346,2.217548484142834,95.70127006826908,3.757991358915784,97.13497111700336,1.5646240193084016,96.39099651874123,3.003211719719668,62,24,95.79397421186957,2.193677410492666,95.66098845219179,3.692905339072949,97.0681534892584,1.567822550321453,96.3379489294833,2.958653755123692,60,24,94.18397311743051,2.9242754690884816,95.03526675738415,4.172226917415986,96.62209560531768,1.9307263151747465,95.79866009503868,3.384523966906193,54,23
1,1b27_A,1b27_B,95.98939366203213,2.257614730987473,97.04224916123869,1.6155993809102325,96.80063628419502,1.8434404934719768,96.93309410511236,1.7264617489470797,64,30,96.25760185672968,2.055486861951543,97.16526479955698,1.526243274273288,97.01185626326568,1.6287756795222312,97.0959584049888,1.5752438975503906,66,30,95.73908937431084,2.4092022830800945,96.93593085282764,1.6801399851777283,96.76320029655798,1.9459077514245184,96.85789522080734,1.8071057121512248,64,30,95.62181698748121,2.474692230754231,96.88092192746916,1.7387097696424252,96.68779313731932,1.964409139031718,96.79367084968572,1.8466024850013616,64,30,95.884615570258,2.380227411608831,97.01313186186071,1.6552785627515119,96.75435749470392,1.9160177103532143,96.89622364522644,1.782474782326462,64,30
2,1bdj_A,1bdj_B,84.48290293006058,4.700657521497457,92.51437286044151,5.487069895422519,93.44246072865567,5.471275669731583,92.95758216893562,5.49910764346911,50,21,85.9396487415723,3.6063384877215086,92.48976050409858,5.4464021355465695,92.99224813932949,5.3465267387042505,92.72972398704559,5.404768009701901,36,19,86.48976723054591,3.4177303087671147,92.62616209918389,5.387048207320273,92.97472228867984,5.005729413276973,92.79261737335136,5.211341903705949,34,16,87.02487692923978,3.3526279074598064,92.42355410824172,5.779617340462023,93.32346051026023,4.950827844575048,92.85330532879749,5.418397484906403,28,13,87.49091389086931,3.3625934641400206,92.84180032281759,5.30844516405505,93.43314833840112,4.997895031242186,93.12419917107586,5.170915807424311,36,16
3,1buh_A,1buh_B,72.93479880009426,12.579598948138724,87.5030859425914,13.84576767658702,88.2135552736454,5.426252004826544,87.64320628288263,12.640558172055785,22,13,72.5987402655578,8.665454876964086,87.06972686590328,14.006295225670927,87.56572021535305,5.789321583698269,87.16754777648922,12.811521249783722,22,13,84.76267247079089,11.066597148680822,87.4567998582913,13.341026466018498,87.35207953632063,5.620680407797265,87.43614668368042,12.211190651750494,74,33,88.2367820175997,7.390932032419353,87.76068217011552,13.035236987732622,89.53442896546792,4.714741959972497,88.11050445475445,11.886464894141927,74,33,91.26955473410321,6.635054656698875,88.39346706416887,13.199153957027145,91.84640081530851,3.5183784338548034,89.07446233175475,12.007795733586091,74,33
4,1bvn_A,1bvn_B,92.22970781112032,3.3217728099951334,96.97361156406885,2.5401554205708257,91.03714521588871,10.3531205908834,96.20155794409465,4.8518468010252205,4,4,91.82653086054428,2.7959174615771154,96.89668845117001,2.767197732342748,91.19052137232129,10.345363332252653,96.15458587852535,4.925896687120066,8,6,92.35637184290485,3.3972656153567677,96.97135476718093,2.587911107759337,90.96827595607212,10.311626920139886,96.19063801494535,4.871542879912951,4,4,84.84948969376515,7.669291231600753,96.86672030549849,2.8803464521141815,89.25679183190023,10.542718395829368,95.87702837747341,5.312686718845656,28,17,92.18124301025811,3.194063713350228,96.95901740846342,2.6518420971575303,91.30783377851655,10.153532671521347,96.22406558312763,4.8102577396056745,6,6
5,1cc0_A,1cc0_B,79.53256635956204,6.900342968599843,94.06535805825607,6.4344073498534,88.99778896587705,12.215052677428892,91.75766505618809,9.841935752318864,20,9,78.74586842995356,6.738647510573556,94.03757550496357,6.476705567976371,88.66002645078487,12.344776439784695,91.58872239721451,9.97070583942902,22,10,78.41372188313929,6.847305270210803,94.11510887324316,6.348174685498939,89.23205659823086,12.227768839558033,91.89144199108372,9.795384905593954,20,11,79.46213776237632,6.579351979903375,94.21059229144228,6.167430724170368,88.5851827628085,12.176672954123545,91.64886733686443,9.802268138213778,22,10,80.00732101040042,6.509422526376103,94.26947829775447,6.126212664387166,88.97250564897307,11.935437715849993,91.85731844538631,9.605726103369074,20,9
6,1clv_A,1clv_B,0.0,0.0,97.37159250421206,1.9357689579293582,37.871530699495906,3.607308727470916,93.57875987921022,14.684210078014093,0,0,67.60515028681044,25.74840544810268,97.15859346019329,2.534754181510233,38.85248915671582,3.9840972298795703,93.44186967989192,14.488647064668902,6,5,66.9569104744659,26.90917108864019,97.36464632386145,1.8871576611458585,36.52005268231278,3.857073133505847,93.48610649013719,15.007591051873042,8,6,66.65768431430064,28.313000200843305,97.34806494996063,1.8580704115350783,37.46780362232085,3.836657936244656,93.53099649879631,14.77050163818388,2,2,62.60105596017296,22.893655598631295,97.11657623745012,2.637975666384545,36.336070514220864,3.6987955152558136,93.2421216893558,15.095275069879696,2,2
7,1dfj_A,1dfj_B,85.72716830652601,11.345393084616989,95.45307949949448,3.487912508374809,90.71647442104734,8.55371625983734,94.44042599996443,5.383130919621672,48,25,84.75610648465728,10.773992870915984,95.01765812943079,3.792301172474373,90.16436936754141,8.805957277430958,93.98005846309583,5.643101222921199,42,23,84.9022372285092,11.653818497737682,95.45332414198927,3.443412213120598,90.84219738369431,8.630161784508541,94.46749704194,5.368359836621333,44,26,89.62252542770119,5.06581756717464,95.83264122631044,2.984487149963917,91.45471078883448,7.522986037987755,94.8966698914018,4.724842573094764,134,61,85.09540680212886,11.728290216236665,95.38653089905785,3.6522830497065266,91.14792764591341,8.128886068413829,94.48034675528211,5.256835861666384,36,25
8,1eay_A,1eay_B,91.67819598845621,2.9256865287851475,93.44287357091876,4.378664277248974,92.87026294678199,4.08325545425015,93.24025750391651,4.285224539410616,50,20,93.9759710365848,2.5463389206958627,94.7104470912362,4.356663873543148,93.75666218522,3.736148052597217,94.37295397064585,4.1727207913884445,48,21,92.70972648175804,2.8587171468663555,94.14737196885314,4.30410797352983,93.8397791117209,3.942037003599804,94.03853141940633,4.182164862567602,50,20,92.46860718093285,2.8644594223702615,93.82808403796088,4.481466117646753,93.37349241181784,4.07924752237921,93.66722853947954,4.348838567012012,50,20,92.79687529303965,2.843988093707452,94.19573690761099,4.113952452272281,93.69452319878744,3.945713917515768,94.0183843644888,4.062295649134862,50,20
9,1eer_A,1eer_B,92.970247580359,4.329180056893039,90.7086980147875,8.285948666576997,85.02783267718574,13.406080784711618,88.17368821359962,11.233586021506534,86,35,93.57793903914663,4.703143414275735,90.81860145446294,8.614306010437693,85.20774919143986,13.677712360249865,88.31483404676985,11.504520382471096,90,38,92.2449177034568,4.6622058256059296,90.606069987142,8.364721286848129,84.75306107601773,13.616874155011821,87.99424343002741,11.399661892851892,90,36,92.87134183731337,4.763311241604573,91.1465583248855,7.633363478270321,84.89917904354235,13.761298622617884,88.35874929073776,11.243520297887015,90,38,93.22671210158444,4.474307897328918,90.77372036571803,8.35975278635772,83.85125477624787,16.030653445023535,87.68466314030934,12.853650482721866,90,38
