,id1,id2,if_plddt_av,if_plddt_std,ch1_plddt_av,ch1_plddt_std,ch2_plddt_av,ch2_plddt_std,plddt_av,plddt_std,num_atoms_in_interface,num_res_in_interface,metric_name,model_name
0,4G4S_P,4G4S_O,88.18410075380243,15.858399232266397,89.1414891655699,12.191175598429787,88.84089394446623,12.055449263225908,88.9873377701321,12.12269331165636,184,71,result_model_1,unrelaxed_model_1
1,5XJL_A,5XJL_2,83.90048009843568,2.3286665764844985,92.4545531372494,5.86904321598455,80.39992509910574,11.978737349843504,83.82597727836763,11.918913981780372,8,5,result_model_1,unrelaxed_model_1
2,5XJL_2,5XJL_M,78.20040522572401,7.550163291442244,72.62377191557333,12.537711733713937,78.65706215429815,7.183466594910171,73.087871164706,12.314885689740217,114,42,result_model_1,unrelaxed_model_1
3,4IFD_C,4IFD_J,83.55297562705917,5.290477168907052,81.14566753740644,15.173354575146277,85.28439093139927,12.809865972378608,84.19660826641515,13.593914634662777,10,7,result_model_1,unrelaxed_model_1
4,4IFD_A,4IFD_G,90.17185486043196,5.746293982186646,89.06888045296756,10.841306163992497,89.11930872500008,6.041274944264707,89.0910839458774,9.047326273245163,92,37,result_model_1,unrelaxed_model_1
5,4IFD_C,4IFD_I,70.41902460244343,14.90839512351944,81.68472240983648,15.085108153324555,80.16192996589471,14.984004359815794,81.06809870894458,15.06280937174052,54,25,result_model_1,unrelaxed_model_1
6,4IFD_K,4IFD_I,0.0,0.0,40.39237057557002,9.540699066242718,83.43901047933525,14.428779634721902,72.22750619571795,23.12128597097478,0,0,result_model_1,unrelaxed_model_1
7,4IFD_I,4IFD_G,87.29872806952507,3.5056635113491836,83.44319396325383,14.438369900643654,90.51566919335374,5.785685862189466,87.02496253472076,11.504202982282145,44,22,result_model_1,unrelaxed_model_1
8,5JEA_K,5JEA_I,76.54264133531429,16.021578038650482,68.09798196784843,18.0013461918582,76.99287779206345,19.620168670859854,73.07488796473064,19.432559295792686,122,44,result_model_1,unrelaxed_model_1
9,5JEA_K,5JEA_C,0.0,0.0,66.87639608497594,14.103540639071523,87.09409777005138,10.463082661916276,79.59855706516369,15.427001620366006,0,0,result_model_1,unrelaxed_model_1
10,4UB8_A,4UB8_I,77.60369506437445,14.906188379518486,87.51770520772861,10.492315188386948,65.43390869447026,10.333817946655648,85.3152780622015,12.391398099437266,40,26,result_model_1,unrelaxed_model_1
11,4UB8_B,4UB8_O,71.85964109386575,13.417925757678606,88.12124745276034,10.707563726790852,87.52372366031602,10.072321071033697,87.92687224317002,10.508863857580101,54,28,result_model_1,unrelaxed_model_1
12,4UB8_K,4UB8_Y,0.0,0.0,93.5476693410082,4.784841517001902,92.08338556699363,6.210207007797778,92.90427192515331,5.505363743601899,0,0,result_model_1,unrelaxed_model_1
13,4UB8_B,4UB8_U,82.70455107850977,7.448636094475715,90.46788564526393,9.813412179673799,89.03272474677924,7.7614176103665296,90.23625401938537,9.526871279455772,24,14,result_model_1,unrelaxed_model_1
14,4UB8_B,4UB8_L,65.5632543215469,27.126864182193096,89.13488414808613,12.434878191740705,62.11761371904917,13.355497129530933,87.28712258454756,14.239286575391704,10,7,result_model_1,unrelaxed_model_1
15,4UB8_l,4UB8_m,91.77067266924276,5.127285807369639,89.64062482589274,8.264092041513761,91.65764782958793,6.7192210503064125,90.5915070990633,7.641773337352441,78,31,result_model_1,unrelaxed_model_1
16,4UB8_o,4UB8_u,85.02180393792769,5.065614998043106,90.00035565264588,9.462298524778264,92.20277817981034,6.551555432588515,90.62869384421926,8.787830220706196,76,30,result_model_1,unrelaxed_model_1
17,4UB8_U,4UB8_V,92.88029667573507,7.815707501181981,94.38975142435237,5.44032138058324,95.02288223669115,5.407095190621025,94.7604305751661,5.429858924165089,56,25,result_model_1,unrelaxed_model_1
18,4UB8_E,4UB8_R,96.45258705825161,1.9433645672239865,87.44260938530002,10.187029182275285,95.77565568084847,1.744197496664941,89.90629263789695,9.404987210758714,68,27,result_model_1,unrelaxed_model_1
19,4UB8_A,4UB8_T,86.58542405271037,6.580668829804741,88.64975013899374,10.672692187725016,78.98540108499125,8.529077531162848,87.87766715671805,10.838983619811305,34,16,result_model_1,unrelaxed_model_1
20,4UB8_e,4UB8_j,80.59606138387483,5.560263002558117,84.3406894146901,9.77744724112325,81.51912044987044,13.192388139582244,83.43968419903342,11.062422022247441,6,4,result_model_1,unrelaxed_model_1
21,4UB8_Z,4UB8_Y,87.43956436105289,9.107578485946837,93.76060553266248,4.174582314919968,84.34080506411021,10.243188282936583,90.75869109762935,8.035941088474058,42,19,result_model_1,unrelaxed_model_1
22,4UB8_A,4UB8_V,0.0,0.0,87.0521063967299,11.77632026476583,91.63225694753324,6.679892708711347,88.38433702403363,10.754031820630422,0,0,result_model_1,unrelaxed_model_1
23,4UB8_T,4UB8_L,78.4807014812088,3.8849871660114994,82.59105859423893,4.733005563588683,81.84526713615404,6.1157650684951985,82.17296338288831,5.56310492028058,18,8,result_model_1,unrelaxed_model_1
24,4UB8_A,4UB8_B,49.44897343345563,10.86617896999405,83.13469634650068,13.4426265332444,86.58495477015232,13.457790724542269,85.20979210487828,13.557401679824272,28,15,result_model_1,unrelaxed_model_1
25,4UB8_B,4UB8_H,86.7757092213178,6.1809480880106715,90.27854550211173,9.562015035502927,80.53485949008969,16.09112205798,89.16547065012325,10.962307656253442,132,50,result_model_1,unrelaxed_model_1
26,4UB8_A,4UB8_O,68.67500037519551,17.327260934921092,87.06019076116897,11.049978654053994,86.37237443873383,11.020534396790689,86.77052114877426,11.04281119036831,34,18,result_model_1,unrelaxed_model_1
27,5H2F_F,5H2F_J,76.60055253948971,9.16356941308599,78.83300399428519,7.822200204684429,81.454100309988,6.361910890925203,80.2005325068258,7.217643123916121,16,10,result_model_1,unrelaxed_model_1
28,1SXJ_B,1SXJ_G,0.0,0.0,92.00237540346295,5.565189797962325,86.37224289527063,10.36492602495743,89.51002397567412,8.522870378755599,0,0,result_model_1,unrelaxed_model_1
29,3WTP_C,3WTP_F,0.0,0.0,94.87840373091049,4.546077494259998,88.84801429802135,12.550613248759973,92.20870007572519,9.498629682079986,0,0,result_model_1,unrelaxed_model_1
